review_id,text,aspect,sentiment,aspect_id,sentiment_id,complexity
3389,প্রথমবার গিয়েছিলাম এবং প্রতিটি পদ ছিল উপভোগ্য।,food_quality,positive,2,2,medium
808,কর্মচারীরা অভিজ্ঞ না হওয়ায় সেবা আশানুরূপ ছিল না।,service,negative,4,0,complex
1690,খাবারের পরিমাণ কম হলেও আমাদের অভিজ্ঞতায় ব্যবহার ছিল সেরা।,service,positive,4,2,complex
1991,আমরা খরচ সাশ্রয়ী পেয়েছি এবং সরাসরি চলে গিয়েছিলাম।,price,positive,3,2,medium
2399,শুক্রবার সন্ধ্যায় গিয়েছিলাম এবং পরিবেশ সুন্দর পেয়েছি।,ambiance,positive,0,2,medium
2297,"যদিও কোনো অভিযোগ নেই, তবুও পরিবেশন যথেষ্ট ভালো ছিল।",service,positive,4,2,complex
1388,প্রচুর ভিড় থাকা সত্ত্বেও খাবারের মান গ্রহণযোগ্য ছিল।,food_quality,positive,2,2,medium
2899,প্রথমবার গিয়েছিলাম এবং দাম বেশ সাশ্রয়ী বা উপভোগ্য ছিল,price,positive,3,2,medium
1905,সেখানকার পরিবেশ বেশ ভালো ছিল।,ambiance,positive,0,2,simple
367,অভিজ্ঞ কর্মচারীদের কারণে সেবা চমৎকার ছিল।,service,positive,4,2,complex
3795,দ্বিতীয়বার গিয়েছি এবং বিল বা খরচ ছিল খুবই সাশ্রয়ী ও চমৎপ্রদ।,price,positive,3,2,medium
155,পরিবেশ অপর্যাপ্ত।,ambiance,negative,0,0,simple
2735,নতুন হিসেবে সব মিলিয়ে তাদের সেবা গ্রহণযোগ্য লেগেছে,service,positive,4,2,medium
704,শুক্রবার সন্ধ্যায় গিয়েছিলাম এবং খাবারের মান বেশ মনোরম ছিল।,food_quality,positive,2,2,medium
3440,পরিচ্ছন্নতা বেশ গ্রহণযোগ্য,cleanliness,positive,1,2,simple
2598,সরাসরি চলে গিয়েছিলাম কারণ ওখানকার পরিচ্ছন্নতা ছিল খুবই মন্দ।,cleanliness,negative,1,0,medium
2854,খাবারের এই পদটি ছিল বিস্বাদ,food_quality,negative,2,0,simple
101,"অভিজ্ঞ শেফ আছে বলে মনে হয় জন্য খাবার গ্রহণযোগ্য, পরিবারের সবাই পছন্দ করেছে।",food_quality,positive,2,2,complex
1575,কর্মচারীরা অভিজ্ঞ হওয়া সত্ত্বেও খাবার ছিল বেশ নিরস।,food_quality,negative,2,0,medium
1950,আমরা সাজসজ্জা প্রশংসনীয় পেয়েছি এবং বুকিং করে গিয়েছিলাম।,ambiance,positive,0,2,medium
3843,দাম অনুযায়ী মান মন্দ হলেও অন্য বিষয়গুলো ছিল মোটামুটি,price,negative,3,0,medium
2729,বুকিং করে যাওয়ার পরেও ওয়েটারের ব্যবহার ছিল খারাপ এবং সময় নষ্ট হয়েছে,service,negative,4,0,complex
3626,পরিবেশ বিরক্তিকর হলেও অন্য সবকিছু ছিল চমৎপ্রদ।,ambiance,negative,0,0,medium
2570,অভিজ্ঞ শেফ থাকার কারণে হয়তো সব মিলিয়ে আলোকসজ্জা ও পরিবেশ বেশ চমৎকার লেগেছে।,ambiance,positive,0,2,medium
2461,"সব মিলিয়ে কর্মচারীদের ব্যবহার দারুণ লেগেছে, নতুন বলে হয়তো তারা অনেক যত্নশীল ছিল",service,positive,4,2,medium
2629,"বন্ধুদের সাথে গিয়েছিলাম, কর্মচারীদের ব্যবহার ছিল মনোরম",service,positive,4,2,medium
2371,পরিবেশ নিরস হলেও অন্য সবকিছু চমৎপ্রদ ছিল।,ambiance,negative,0,0,medium
2183,রান্নাটা দুর্বল মানের।,food_quality,negative,2,0,simple
1624,অনেক প্রত্যাশা থাকলেও খাবারের মান বেশ খারাপ ছিল।,food_quality,negative,2,0,medium
325,সার্ভিস আরও ভালো হতে পারত।,service,neutral,4,1,complex
1141,পরিবেশন পদ্ধতি ছিল চমৎকার।,service,positive,4,2,simple
1396,খাবারের পদগুলো নিরস হওয়ায় খুবই হতাশ হয়েছি।,food_quality,negative,2,0,medium
3995,সবকিছু স্বাভাবিক মানের এবং কর্মচারীদের ব্যবহারও ছিল ঠিকঠাক।,service,neutral,4,1,complex
208,নতুন হিসেবে খাবারটি মোটামুটি সন্তোষজনক ছিল,food_quality,positive,2,2,medium
3345,খাবারের পদগুলো ভালো ছিল অবশ্যই আবার যাব,food_quality,positive,2,2,medium
2042,"সব মিলিয়ে খাবার খারাপ লেগেছে, হয়তো নতুন বলে।",food_quality,negative,2,0,medium
3270,"খাবারের মান নিম্নমানের ছিল, কিন্তু প্রাইস চলনসই।",food_quality,negative,2,0,mixed
1193,সেবাটা সুন্দর।,service,positive,4,2,simple
3145,সবকিছু গড়পড়তা হলেও রান্নার মান ছিল গ্রহণযোগ্য।,food_quality,neutral,2,1,complex
2377,নতুন বলে হয়তো সব মিলিয়ে স্বাদ বিস্বাদ লেগেছে।,food_quality,negative,2,0,medium
1873,সবকিছু আশানুরূপ হলেও বিলের পরিমাণ ছিল খুবই খারাপ।,price,negative,3,0,complex
2158,"খরচ মজাদার বা সাশ্রয়ী ছিল, তবে অন্য কিছু মাঝারি মানের।",price,positive,3,2,medium
1049,কর্মচারীদের ব্যবহার বেশ চমৎকার ছিল।,service,positive,4,2,simple
2585,সবকিছু চলনসই হলেও দাম যথেষ্ট ভালো বা সাশ্রয়ী ছিল।,price,positive,3,2,complex
784,প্রচুর ভিড় এবং পরিচ্ছন্নতা খারাপ হওয়ায় আমি আর সেখানে যাব না।,cleanliness,negative,1,0,complex
2916,তাজা উপকরণ ব্যবহার করায় পরিবেশন ছিল ভালো তাই দ্বিতীয়বার গিয়েছি,service,positive,4,2,complex
2495,সেবা অসন্তোষজনক এবং পরিবেশও ছিল সাধারণ মানের,service,negative,4,0,mixed
3451,বুকিং করে গিয়েছিলাম এবং দাম গ্রহণযোগ্য ছিল তাই অবশ্যই আবার যাব,price,positive,3,2,complex
2021,পরিষ্কার-পরিচ্ছন্নতা চমৎকার।,cleanliness,positive,1,2,simple
602,সেখানকার পরিস্থিতি বেশ নিরস ছিল।,ambiance,negative,0,0,simple
3928,দ্বিতীয়বার গিয়েছি এবং ওখানকার সার্ভিস ছিল উপভোগ্য,service,positive,4,2,medium
2242,"আমরা পরিষ্কার-পরিচ্ছন্নতা নিম্নমানের পেয়েছি, যদিও বসার জায়গা পেয়েছি সহজেই।",cleanliness,negative,1,0,medium
2202,সার্ভিস প্রশংসনীয়।,service,positive,4,2,simple
1925,"আমরা খাবারের মান স্বাদহীন পেয়েছি, যদিও বুকিং করে গিয়েছিলাম।",food_quality,negative,2,0,medium
1410,খাবারটা বেশ বিরক্তিকর বা স্বাদহীন ছিল।,food_quality,negative,2,0,simple
1077,রান্না বেশ ঠিকঠাক ছিল।,food_quality,neutral,2,1,simple
2384,"ওয়েটারদের সেবা অপর্যাপ্ত ছিল, স্রেফ টাকার অপচয়।",service,negative,4,0,medium
320,খরচ অনুযায়ী মান বাজে ছিল।,price,negative,3,0,simple
2819,নতুন রেস্তোরাঁ হওয়া সত্ত্বেও খাবার ভালোই ছিল এবং পরিবারের সবাই পছন্দ করেছে,food_quality,positive,2,2,complex
1930,রান্না প্রশংসনীয়।,food_quality,positive,2,2,simple
2772,খাবারের মান খুবই নিম্নমানের ছিল,food_quality,negative,2,0,simple
2376,রান্না ঠিকমতো না হলেও সব মিলিয়ে খরচ সাশ্রয়ী লেগেছে।,price,positive,3,2,medium
830,নতুন জায়গা হিসেবে খাবার বেশ সুস্বাদু লেগেছে।,food_quality,positive,2,2,medium
3040,পরিচ্ছন্নতা চমৎকার হলেও সেবার মান ছিল গড়পড়তা।,cleanliness,positive,1,2,mixed
2537,"পরিবেশ ভালো ছিল, প্রথমবার গিয়েছিলাম।",ambiance,positive,0,2,medium
3072,খাবারের পদটি মজাদার ছিল এবং পরিবারের সবাই পছন্দ করেছে।,food_quality,positive,2,2,medium
2271,সব মিলিয়ে খুব ভালো এবং পরিস্থিতি প্রশংসনীয়।,ambiance,positive,0,2,medium
2359,চমৎকার পরিষ্কার-পরিচ্ছন্নতা পেয়েছি।,cleanliness,positive,1,2,simple
2950,অভিজ্ঞ শেফ থাকায় সব মিলিয়ে পরিবেশ ছিল বেশ সন্তোষজনক,ambiance,positive,0,2,medium
917,সহজেই বসার জায়গা পেয়েছি এবং সব মিলিয়ে পরিবেশ ছিল চমৎকার।,ambiance,positive,0,2,complex
1068,খাবারের পরিমাণ কম হওয়ায় আমাদের অভিজ্ঞতায় মান অপ্রীতিকর লেগেছে।,food_quality,negative,2,0,complex
3330,খাবারের মান আশানুরূপ ছিল এবং এ নিয়ে কোনো অভিযোগ নেই,food_quality,neutral,2,1,medium
3569,"পরিবেশ পর্যাপ্ত ছিল না, তাই আর যাব না।",ambiance,negative,0,0,medium
2353,সেবা আশানুরূপ ছিল এবং কোনো অভিযোগ নেই; বুকিং করে গিয়েছিলাম।,service,neutral,4,1,complex
1436,ডিশ নিম্নমানের হলেও অন্য সবকিছু উপভোগ্য ছিল।,food_quality,negative,2,0,medium
889,"কর্মচারীরা অভিজ্ঞ হওয়া সত্ত্বেও পরিচ্ছন্নতা হতাশাজনক ছিল, তাই আর যাব না।",cleanliness,negative,1,0,complex
546,খাবারের স্বাদ প্রশংসনীয়।,food_quality,positive,2,2,simple
3918,এখানকার খাবারের দাম বা খরচ প্রশংসনীয়,price,positive,3,2,simple
2844,সার্ভিস নিম্নমানের এবং পরিচ্ছন্নতাও খুব খারাপ ছিল,service,negative,4,0,mixed
3183,সার্ভিস বা সেবার মান ছিল খুবই বিরক্তিকর,service,negative,4,0,simple
2184,আমরা ব্যবহার সুন্দর পেয়েছি এবং তারা দ্রুত সার্ভ করেছে।,service,positive,4,2,medium
3076,"পরিবেশ চমৎকার ছিল এবং পরিবারের সবাই পছন্দ করেছে, যদিও খাবার আসতে অনেক সময় লেগেছে।",ambiance,positive,0,2,complex
3341,কোনো অভিযোগ ছিল না এবং স্বাদ গড়পড়তা হওয়ায় সরাসরি চলে গিয়েছিলাম,food_quality,neutral,2,1,complex
1904,প্রচুর ভিড় থাকা সত্ত্বেও দাম আমাদের কাছে স্বাভাবিক মনে হয়েছে।,price,neutral,3,1,medium
136,সন্তোষজনক সার্ভিস ছিল।,service,positive,4,2,simple
2206,আমরা প্রাইস সন্তোষজনক পেয়েছি এবং সরাসরি চলে গিয়েছিলাম।,price,positive,3,2,medium
2362,"রিভিউ দেখে গিয়েছিলাম, কিন্তু ডিশ নিম্নমানের ছিল।",food_quality,negative,2,0,medium
2631,দাম বা খরচ গ্রহণযোগ্য ছিল,price,positive,3,2,simple
911,শেফ অভিজ্ঞ হওয়া সত্ত্বেও সব মিলিয়ে খাবারের পরিমাণ বিল অনুযায়ী পর্যাপ্ত ছিল না।,price,negative,3,0,medium
984,সেখানকার পরিস্থিতি বেশ ভালো।,ambiance,positive,0,2,simple
1989,আমরা সেবা চলনসই পেয়েছি এবং বেশিক্ষণ অপেক্ষা করতে হয়নি।,service,neutral,4,1,medium
1087,খাবারের পদটি নিম্নমানের ছিল।,food_quality,negative,2,0,simple
324,"ব্যবহার সন্তোষজনক ছিল, বন্ধুদের সাথে গিয়েছিলাম।",service,positive,4,2,medium
2562,সবকিছু চলনসই হলেও আলোকসজ্জা ছিল একদম অগ্রহণযোগ্য।,ambiance,negative,0,0,complex
462,এখানে মূল্য সাধারণ।,price,neutral,3,1,simple
824,সবকিছু আশানুরূপ ছিল এবং কর্মচারীদের ব্যবহারও ভালো।,service,positive,4,2,complex
3762,বিলের পরিমাণ বা খরচ ঠিকঠাক ছিল।,price,neutral,3,1,simple
754,কর্মচারীরা অভিজ্ঞ হওয়ায় সব মিলিয়ে রান্না বেশ সুন্দর হয়েছে।,food_quality,positive,2,2,medium
3550,"দাম বেশ সাশ্রয়ী বা মনোরম ছিল, তাই অবশ্যই আবার যাব।",price,positive,3,2,medium
103,"আমাদের অভিজ্ঞতা অনুযায়ী খাবারের মান খুব একটা ভালো ছিল না, যদিও সেখানে অভিজ্ঞ শেফ আছেন বলে মনে হয়।",price,positive,3,2,complex
1313,সবকিছু স্বাভাবিক হলেও পরিবেশ ছিল পর্যাপ্ত।,ambiance,neutral,0,1,complex
1246,পরিচ্ছন্নতা বেশ ভালো ছিল।,cleanliness,positive,1,2,simple
3199,"প্রচুর ভিড় থাকা সত্ত্বেও পরিচ্ছন্নতা ঠিকঠাক ছিল, সবাইকে আসার অনুরোধ করব।",cleanliness,positive,1,2,complex
3396,খরচ গ্রহণযোগ্য হলেও অন্য সবকিছু ছিল বিরক্তিকর।,price,neutral,3,1,medium
3202,সবকিছু চলনসই হলেও খাবারের পদটি ছিল বেশ দুর্বল।,food_quality,negative,2,0,complex
3826,দামের তুলনায় মান ভালো না হলেও অন্য সবকিছু ছিল সন্তোষজনক।,price,negative,3,0,medium
1175,"যদিও গড়পড়তা, তবুও ব্যবহার চমৎকার।",service,positive,4,2,complex
3839,আলোকসজ্জা গড়পড়তা ছিল তবে এটি আরও ভালো হতে পারত,ambiance,neutral,0,1,medium
3945,পরিমাণ কম হলেও পরিস্থিতি মন্দ ছিল না এবং সব মিলিয়ে খুব ভালো লেগেছে,ambiance,positive,0,2,complex
1771,"প্রথমবার গিয়েছিলাম, খাবারের মান সুন্দর।",food_quality,positive,2,2,medium
1530,দাম বেশি হওয়া সত্ত্বেও পরিচ্ছন্নতা ছিল খুবই বাজে।,cleanliness,negative,1,0,medium
702,সবকিছু চলনসই হলেও পরিবেশ খুব একটা ভালো ছিল না।,ambiance,negative,0,0,complex
1163,স্বাভাবিক পদ ছিল।,food_quality,neutral,2,1,simple
1403,স্বাদ গড়পড়তা এবং অন্য সবকিছু ছিল অসন্তোষজনক।,food_quality,neutral,2,1,medium
1464,"বন্ধুদের সাথে গিয়েছিলাম, অভিজ্ঞ কর্মচারীদের কারণে সাজসজ্জা চমৎকার ছিল।",ambiance,positive,0,2,complex
3883,মাঝারি মানের বা গড়পড়তা খাবার পেয়েছি,food_quality,neutral,2,1,simple
3868,আলোকসজ্জা প্রশংসনীয় হলেও পরিচ্ছন্নতা কেবল গ্রহণযোগ্য পর্যায়ের ছিল,ambiance,positive,0,2,mixed
573,খরচ যথেষ্ট সাশ্রয়ী এবং মান স্বাভাবিক ছিল।,price,neutral,3,1,medium
672,পরিবেশ পর্যাপ্ত ছিল এবং অন্য সবকিছুও বেশ সুন্দর।,ambiance,neutral,0,1,medium
1091,কর্মচারীরা অভিজ্ঞ হওয়ায় সব মিলিয়ে রান্না গ্রহণযোগ্য লেগেছে।,food_quality,positive,2,2,medium
3642,"খাবার আসতে অনেক দেরি হয়েছে এবং বিলের পরিমাণ ছিল হতাশাজনক, আমি খুবই হতাশ হয়েছি।",price,negative,3,0,complex
413,খাবারের স্বাদ বেশ উপভোগ্য ছিল।,food_quality,positive,2,2,simple
3679,বন্ধুদের সাথে গিয়েছিলাম এবং কর্মচারীরা অভিজ্ঞ হওয়ায় সেবার মান মন্দ ছিল না,service,positive,4,2,complex
1814,কর্মচারীদের ব্যবহার মোটামুটি গ্রহণযোগ্য ছিল।,service,positive,4,2,simple
1949,"খাবার দুর্দান্ত ছিল, বন্ধুদের সাথে গিয়েছিলাম; তবে খাবার আসতে অনেক সময় লেগেছে।",food_quality,positive,2,2,complex
18,"পরিবেশ মনোরম ছিল, আবার যাব নিশ্চিত, বসার জায়গা পেয়েছি সহজেই।",ambiance,positive,0,2,complex
3079,পরিচ্ছন্নতা গ্রহণযোগ্য ছিল।,cleanliness,positive,1,2,simple
3373,সাধারণ সেবা ছিল।,service,neutral,4,1,simple
3126,রান্না ঠিকমতো না হওয়ায় সব মিলিয়ে বিলের বিপরীতে সেবার মান নিম্নমানের লেগেছে।,price,negative,3,0,medium
3082,কর্মচারীরা অভিজ্ঞ হওয়ায় আমাদের অভিজ্ঞতায় পরিচ্ছন্নতা সন্তোষজনক ছিল।,cleanliness,positive,1,2,complex
1580,সেবা খুব ভালো ছিল এবং আমাদের বেশিক্ষণ অপেক্ষা করতে হয়নি।,service,positive,4,2,medium
1028,সাজসজ্জা চমৎকার হলেও অন্য সবকিছু ছিল সাধারণ।,ambiance,positive,0,2,medium
172,"টাকা অসন্তোষজনক ছিল, আশা করেছিলাম ভালো হবে, শুক্রবার সন্ধ্যায় গিয়েছিলাম।",price,negative,3,0,complex
1463,মনোরম একটি ডিশ পেয়েছি।,food_quality,positive,2,2,simple
2397,পরিবেশ দুর্বল মানের।,ambiance,negative,0,0,simple
1817,এখানকার পরিবেশ প্রত্যাশা অনুযায়ী ছিল।,ambiance,neutral,0,1,simple
1987,"শুক্রবার সন্ধ্যায় গিয়েছিলাম, তবে মূল্য আশানুরূপ না হওয়ায় আর যাব না।",price,negative,3,0,complex
3805,নতুন রেস্তোরাঁ হওয়ায় আমাদের অভিজ্ঞতায় পরিবেশন ব্যবস্থা বেশ পছন্দের ছিল।,service,positive,4,2,complex
3797,রিভিউ দেখে গিয়েছিলাম কিন্তু ওখানকার পরিবেশ ছিল বেশ খারাপ।,ambiance,negative,0,0,medium
974,"পরিবেশ নিম্নমানের ছিল, রিভিউ দেখে গিয়েছিলাম।",ambiance,negative,0,0,medium
262,"খাবার খুবই নিম্নমানের ছিল, পুরোপুরি সময়ের অপচয়।",food_quality,negative,2,0,medium
467,"স্বাদ সুস্বাদু ছিল, প্রথমবার গিয়েছিলাম, শুক্রবার সন্ধ্যায় গিয়েছিলাম।",food_quality,positive,2,2,complex
944,"প্রচুর ভিড় থাকা সত্ত্বেও স্বাদ ছিল মনোমুগ্ধকর, তাই দ্বিতীয়বার গিয়েছি।",food_quality,positive,2,2,complex
1896,আমরা সুস্বাদু খাবার পেয়েছি এবং আমাদের বেশিক্ষণ অপেক্ষা করতে হয়নি।,food_quality,positive,2,2,medium
2167,"দ্রুত সার্ভ করেছে, তবে মান স্বাভাবিক এবং সার্ভিস গড়পড়তা ছিল।",service,neutral,4,1,complex
21,"দ্বিতীয়বার গিয়েছি, ব্যবহার গ্রহণযোগ্য।",service,positive,4,2,medium
25,"দাম গ্রহণযোগ্য ছিল, পরিবারের সবাই পছন্দ করেছে।",price,positive,3,2,medium
1394,"রান্না ঠিকমতো না হলেও ডিশগুলো ঠিকঠাক ছিল, আমি আবার যাব।",food_quality,positive,2,2,complex
652,পরিচ্ছন্নতা খুবই নিম্নমানের ছিল।,cleanliness,negative,1,0,simple
3399,বিলের পরিমাণ ছিল অসন্তোষজনক এবং সেখানে যাওয়াটাই সময় নষ্ট হয়েছে।,price,negative,3,0,medium
249,পরিবেশন পদ্ধতি খুব বাজে ছিল।,service,negative,4,0,simple
3114,খাবারের মান বাজে হলেও দাম ছিল বেশ সাশ্রয়ী।,food_quality,negative,2,0,mixed
2919,ওখানকার পরিস্থিতি বা পরিবেশ বেশ সুন্দর ছিল,ambiance,positive,0,2,simple
1714,মন্দ সার্ভিস ছিল।,service,negative,4,0,simple
3782,পরিমাণ কম হলেও সব মিলিয়ে দাম বা প্রাইস ছিল সাশ্রয়ী।,price,positive,3,2,medium
2982,রাশ আওয়ার থাকা সত্ত্বেও সব মিলিয়ে খাবার সুস্বাদু লেগেছে।,food_quality,positive,2,2,medium
2420,খাবার আসতে অনেক সময় লেগেছে; খরচও বাজে ছিল এবং শুধু সময় নষ্ট হয়েছে।,price,negative,3,0,complex
1546,"অপেক্ষা করতে হয়নি এবং সেবা ঠিকঠাক ছিল, তবে আরও ভালো হতে পারত।",service,neutral,4,1,complex
1892,প্রচুর ভিড় থাকা সত্ত্বেও বন্ধুদের সাথে গিয়েছিলাম এবং সেবা পছন্দ হয়েছে।,service,positive,4,2,complex
3872,বিলের পরিমাণ মানসম্মত ছিল,price,positive,3,2,simple
534,রাশ আওয়ার হওয়া সত্ত্বেও দাম চলনসই ছিল।,price,neutral,3,1,complex
2961,রান্না ঠিকমতো না হওয়ায় আমাদের অভিজ্ঞতায় সেবা সাধারণ মানের মনে হয়েছে।,service,neutral,4,1,complex
1270,পরিবেশ পর্যাপ্ত বা আরামদায়ক ছিল না।,ambiance,negative,0,0,simple
170,মাঝারি পরিষ্কার-পরিচ্ছন্নতা পেয়েছি।,cleanliness,neutral,1,1,simple
429,এখানকার রান্না বেশ ভালো।,food_quality,positive,2,2,simple
1552,একদমই বিস্বাদ খাবার পেয়েছি।,food_quality,negative,2,0,simple
3986,রান্না পর্যাপ্ত ছিল না এবং সেখানে যাওয়াটাই সময় নষ্ট হয়েছে।,food_quality,negative,2,0,medium
2795,সবকিছু আশানুরূপ ছিল এবং বিশেষ করে পরিবেশ ছিল চমৎপ্রদ,ambiance,positive,0,2,complex
1103,"পরিবেশ গ্রহণযোগ্য ছিল, তবে খাবার আসতে অনেক সময় লেগেছে।",ambiance,neutral,0,1,medium
2893,রান্না সন্তোষজনক হলেও অন্য সবকিছু ছিল গড়পড়তা,food_quality,positive,2,2,medium
496,এখানে সার্ভিস আশানুরূপ।,service,neutral,4,1,simple
1506,সব মিলিয়ে অভিজ্ঞতা খুব ভালো এবং দামও বেশ চমৎকার ছিল।,price,positive,3,2,medium
1381,"অনেকদিন পর গেলাম, খরচ সাশ্রয়ী ছিল।",price,positive,3,2,medium
1511,সবকিছু গড়পড়তা এবং ডিশগুলোও ছিল গড়পড়তা মানের।,food_quality,negative,2,0,complex
1583,খাবার ছিল এক কথায় চমৎকার।,food_quality,positive,2,2,simple
3767,রাশ আওয়ার থাকা সত্ত্বেও সব মিলিয়ে খাবার ছিল বেশ মনোরম।,food_quality,positive,2,2,medium
2951,দামের পরিমাণ সন্তোষজনক না হলেও অন্য সবকিছু ছিল সুন্দর,price,negative,3,0,medium
3194,"আশা করেছিলাম ভালো হবে, কিন্তু তাদের ব্যবহার ছিল খুবই নিম্নমানের।",service,negative,4,0,medium
547,আলোর ব্যবস্থা সন্তোষজনক ছিল না।,ambiance,negative,0,0,simple
1947,কর্মচারীরা অমায়িক ছিল।,service,positive,4,2,simple
284,"অনেকদিন পর গেলাম এবং খাবারের মান দারুণ ছিল, খুব বেশি অপেক্ষা করতে হয়নি।",food_quality,positive,2,2,complex
3213,"আরও ভালো হতে পারত, তবুও খাবারের মান ছিল চমৎকার।",food_quality,positive,2,2,complex
3688,রান্না ঠিকঠাক থাকলেও বিলের পরিমাণ বা দাম ছিল বিরক্তিকর,food_quality,neutral,2,1,mixed
1785,এখানে পরিষ্কার-পরিচ্ছন্নতা খারাপ।,cleanliness,negative,1,0,simple
3791,খরচ অনুযায়ী খাবারের মান একদমই ভালো ছিল না।,price,negative,3,0,simple
3196,বেশ মনোরম খাবার পেয়েছি।,food_quality,positive,2,2,simple
2928,পরিমাণ কম হলেও সব মিলিয়ে খাবারের মান মানসম্মত লেগেছে,food_quality,neutral,2,1,medium
1304,শুক্রবার সন্ধ্যায় দ্বিতীয়বার গিয়েছিলাম এবং কর্মচারীদের ব্যবহার ছিল সেরা।,service,positive,4,2,complex
1916,খাবার খুব বাজে ছিল।,food_quality,negative,2,0,simple
3310,বুকিং করে যাওয়ার পরেও বিলের পরিমাণ বা খরচ আমাদের কাছে বাজে মনে হয়েছে,price,negative,3,0,medium
1414,পরিবেশন সুন্দর।,service,positive,4,2,simple
1627,সেখানকার পরিস্থিতি বেশ সন্তোষজনক ছিল।,ambiance,positive,0,2,simple
240,"খরচ অনুযায়ী মান ভালো ছিল না, যেমনটা আশা করেছিলাম; শুক্রবার সন্ধ্যায় গিয়ে হতাশ হয়েছি।",price,negative,3,0,complex
1964,বিল স্ট্যান্ডার্ড এবং ব্যবহারও মাঝারি মানের।,price,neutral,3,1,mixed
2831,কর্মচারীদের ব্যবহার ছিল একদম নিরস বা সাদামাটা,service,negative,4,0,simple
311,"স্বাদ চমৎকার ছিল, প্রথমবার গিয়েছিলাম।",food_quality,positive,2,2,medium
3841,ওয়েটারের ব্যবহার খারাপ হলেও বিলের পরিমাণ ছিল সাশ্রয়ী,service,negative,4,0,mixed
