review_id,text,aspect,sentiment,aspect_id,sentiment_id,original_text,is_adversarial,complexity
adv_2771_122,ছিল ওখানকার স্বচ্ছতা বা পরিচ্ছন্নতা ছিল চমৎপ্রদ।,cleanliness,positive,1,2,ওখানকার স্বচ্ছতা বা পরিচ্ছন্নতা ছিল চমৎপ্রদ।,TRUE,
288,রান্না বেশ চমৎকার।,food_quality,positive,2,2,,,simple
adv_620_478,রাশ আওয়ার থাকার অভিজ্ঞতায় আমাদের কারণে পরিবেশন ব্যবস্থা খারাপ ছিল।,service,negative,4,0,রাশ আওয়ার থাকার কারণে আমাদের অভিজ্ঞতায় পরিবেশন ব্যবস্থা খারাপ ছিল।,TRUE,
88,"পরিচ্ছন্ন মনোরম ছিল, দ্বিতীয়বার গিয়েছি।",cleanliness,positive,1,2,,,medium
463,"দ্বিতীয়বার গিয়েছি, আলো চমৎপ্রদ।",ambiance,positive,0,2,,,medium
adv_2446_302,সবকিছু চলনসই হলেও বিলের পরিমাণ স্বাভাবিক। ছিল,price,neutral,3,1,সবকিছু চলনসই হলেও বিলের পরিমাণ ছিল স্বাভাবিক।,TRUE,
1740,সবকিছু প্রত্যাশা অনুযায়ী এবং ডিশগুলোও স্বাভাবিক মানের ছিল।,food_quality,neutral,2,1,,,medium
111,"টাকার অপচয়, পরিবেশ বাজে।",ambiance,negative,0,0,,,medium
1696,"অভিজ্ঞ কর্মচারীদের কারণে পরিস্থিতি চমৎকার ছিল, সবাইকে রেকমেন্ড করব।",ambiance,positive,0,2,,,complex
2303,আমরা ডিশ মাঝারি মানের পেয়েছি এবং তারা দ্রুত সার্ভ করেছে।,food_quality,neutral,2,1,,,medium
1253,"অনেকদিন পর গেলাম, পরিচ্ছন্নতা বেশ চমৎকার ছিল।",cleanliness,positive,1,2,,,medium
12,"খাবার দারুণ ছিল, পরিবেশ সুন্দর। ",ambiance,positive,0,2,,,medium
adv_1259_360,ছিল। পদটি বেশ খাবারের,food_quality,positive,2,2,খাবারের পদটি বেশ মনোরম ছিল।,TRUE,
2011,ভালো রান্না পেয়েছি।,food_quality,positive,2,2,,,simple
3597,সবকিছু গড়পড়তা হলেও রান্নার মান ছিল শ্রেষ্ঠ।,food_quality,positive,2,2,,,complex
2656,তাদের ব্যবহার ভালো ছিল এবং বেশি অপেক্ষা করতে হয়নি।,service,neutral,4,1,,,medium
873,পরিচ্ছন্নতা চমৎকার হলেও অন্য সবকিছু চলনসই ছিল।,cleanliness,positive,1,2,,,medium
1856,কর্মচারীরা অভিজ্ঞ হওয়ায় আমাদের অভিজ্ঞতায় ওয়েটারের সেবা চমৎকার ছিল।,service,positive,4,2,,,complex
adv_1255_192,রাশ আওয়ার হওয়ায় আর ছিল অগ্রহণযোগ্য তাই খাবার যাব না,food_quality,negative,2,0,রাশ আওয়ার হওয়ায় খাবার ছিল অগ্রহণযোগ্য তাই আর যাব না,TRUE,
1773,"দ্বিতীয়বার গিয়েছি, অভিজ্ঞ কর্মচারীদের কারণে দাম সার্থক মনে হয়েছে।",price,positive,3,2,,,complex
1058,সবকিছু স্বাভাবিক মানের হলেও পরিচ্ছন্নতা সন্তোষজনক ছিল।,cleanliness,positive,1,2,,,complex
2136,রান্না বিরক্তিকর হলেও সার্ভিস চমৎকার ছিল।,food_quality,negative,2,0,,,mixed
adv_2690_458,রিভিউ দেখে গিয়েছিলাম কিন্তু রান্না না ঠিকমতো হওয়ায় খাবারের মান ছিল বিরক্তিকর,food_quality,negative,2,0,রিভিউ দেখে গিয়েছিলাম কিন্তু রান্না ঠিকমতো না হওয়ায় খাবারের মান ছিল বিরক্তিকর,TRUE,
311,"স্বাদ চমৎকার ছিল, প্রথমবার গিয়েছিলাম।",food_quality,positive,2,2,,,medium
1658,কর্মচারী বিরক্তিকর হলেও খাবারের মান ছিল মনোরম।,service,negative,4,0,,,mixed
3245,খাবার আসতে অনেক সময় লাগলেও বিলের পরিমাণ ছিল প্রশংসনীয়।,price,positive,3,2,,,medium
828,"অভিজ্ঞ শেফ থাকা সত্ত্বেও বিলের পরিমাণ অসামঞ্জস্যপূর্ণ, তাই আর যাব না।",price,negative,3,0,,,complex
3272,পরিবেশ মাঝারি।,ambiance,neutral,0,1,,,simple
3457,এখানকার কর্মচারীদের ব্যবহার ঠিকঠাক।,service,neutral,4,1,,,simple
2191,"পরিবেশ যথেষ্ট ভালো ও পরিপাটি ছিল, দ্রুত সার্ভ করেছে।",ambiance,neutral,0,1,,,complex
adv_2305_185,হলেও প্রত্যাশা অনুযায়ী সবকিছু পরিবেশন পদ্ধতি ছিল বাজে।,service,negative,4,0,সবকিছু প্রত্যাশা অনুযায়ী হলেও পরিবেশন পদ্ধতি ছিল বাজে।,TRUE,
2149,মন্দ সাজসজ্জা ছিল।,ambiance,negative,0,0,,,simple
70,"সাজসজ্জা অপর্যাপ্ত ছিল, খুবই হতাশ হয়েছি।",ambiance,negative,0,0,,,medium
1309,পরিষ্কার-পরিচ্ছন্নতা এক কথায় চমৎকার ছিল।,cleanliness,positive,1,2,,,simple
1987,"শুক্রবার সন্ধ্যায় গিয়েছিলাম, তবে মূল্য আশানুরূপ না হওয়ায় আর যাব না।",price,negative,3,0,,,complex
1395,তাজা উপকরণ ব্যবহারের কারণে বিলের পরিমাণ যৌক্তিক মনে হয়েছে।,price,neutral,3,1,,,medium
2754,খাবারের দামটা খুব বাজে বা অযৌক্তিক ছিল,price,negative,3,0,,,simple
1871,রাশ আওয়ার হওয়া সত্ত্বেও আমাদের অভিজ্ঞতায় পরিচ্ছন্নতা অপূর্ব ছিল।,cleanliness,positive,1,2,,,complex
adv_1335_435,"চমৎকার কর্মচারী ছিল না, তবে অন্য সবকিছু পর্যাপ্ত",service,negative,4,0,"পর্যাপ্ত কর্মচারী ছিল না, তবে অন্য সবকিছু চমৎকার ছিল",TRUE,
2813,পরিচ্ছন্নতা বেশ মনোরম ছিল,cleanliness,positive,1,2,,,simple
3974,খুবই প্রশংসনীয় মানের খাবার পেয়েছি।,food_quality,positive,2,2,,,simple
3263,"কর্মচারীরা অভিজ্ঞ জন্য ডিশ যথেষ্ট, গড়পড়তা।",food_quality,neutral,2,1,,,complex
207,খাবারটি চমৎকার ছিল,food_quality,positive,2,2,,,simple
3790,শুক্রবার সন্ধ্যায় গিয়েছিলাম এবং পরিচ্ছন্নতা মোটামুটি চলনসই ছিল।,cleanliness,neutral,1,1,,,medium
3168,খাবারের দাম খুব চমৎকার বা সাশ্রয়ী ছিল,price,positive,3,2,,,simple
1575,কর্মচারীরা অভিজ্ঞ হওয়া সত্ত্বেও খাবার ছিল বেশ নিরস।,food_quality,negative,2,0,,,medium
1104,এখানকার আলোকসজ্জা সন্তোষজনক।,ambiance,positive,0,2,,,simple
864,শেফ অভিজ্ঞ মনে না হওয়ায় আমাদের অভিজ্ঞতায় ডিশটি মোটামুটি মানের ছিল।,food_quality,neutral,2,1,,,complex
adv_2247_480,"খাবারের স্বাদ একদমই সরাসরি না, তাই আমরা ছিল চলে এসেছিলাম।",food_quality,negative,2,0,"খাবারের স্বাদ একদমই ভালো ছিল না, তাই আমরা সরাসরি চলে এসেছিলাম।",TRUE,
1970,"ওয়েটারদের ব্যবহার গ্রহণযোগ্য, তবে অন্য সবকিছু নিরস।",service,positive,4,2,,,medium
3162,সবকিছু চলনসই হলেও সার্ভিসের মান ছিল বেশ ভালো,service,positive,4,2,,,complex
205,সবাইকে আসার অনুরোধ করব এখানকার কর্মীদের ব্যবহার খুব ভালো,service,positive,4,2,,,medium
841,খরচ বেশ সাশ্রয়ী ছিল।,price,positive,3,2,,,simple
adv_2591_189,"খাবারের মান স্বাভাবিক মান ছিল, চলনসই, সরাসরি চলে গিয়েছিলাম।",food_quality,neutral,2,1,"খাবারের মান স্বাভাবিক ছিল, চলনসই, সরাসরি চলে গিয়েছিলাম।",TRUE,
2162,সাজসজ্জা ঠিকঠাক।,ambiance,neutral,0,1,,,simple
1691,সবকিছু আশানুরূপ ছিল এবং ওয়েটারের ব্যবহারও যথেষ্ট ভালো।,service,positive,4,2,,,complex
adv_275_432,"সেবা স্বাভাবিক ছিল, তবে পারত। ভালো হতে আরও",service,neutral,4,1,"সেবা স্বাভাবিক ছিল, তবে আরও ভালো হতে পারত।",TRUE,
3681,তাজা উপকরণ ব্যবহার করায় সব মিলিয়ে সাজসজ্জা ও পরিবেশ সুন্দর লেগেছে,ambiance,positive,0,2,,,medium
49,"যদিও আরও ভালো হতে পারত, তবুও কর্মচারী অপ্রীতিকর।",service,negative,4,0,,,complex
adv_1898_211,কোনো অভিযোগ নেই খাবারও ঠিকঠাক,food_quality,neutral,2,1,কোনো অভিযোগ নেই এবং খাবারও ঠিকঠাক ছিল।,TRUE,
2893,রান্না সন্তোষজনক হলেও অন্য সবকিছু ছিল গড়পড়তা,food_quality,positive,2,2,,,medium
3709,খাবারের পদটি সুন্দর হলেও অন্য বিষয়গুলো ছিল বেশ দুর্বল।,food_quality,positive,2,2,,,medium
2756,সরাসরি চলে গিয়েছিলাম এবং পরিচ্ছন্নতা গ্রহণযোগ্য ছিল তাই আবার যাব নিশ্চিত,cleanliness,positive,1,2,,,complex
1891,তাজা উপকরণ ব্যবহার করলেও সব মিলিয়ে পরিস্থিতি বেশ বাজে ছিল।,ambiance,negative,0,0,,,medium
1483,এখানকার স্বাদ এক কথায় চমৎপ্রদ।,food_quality,positive,2,2,,,simple
1342,"প্রথমবার গিয়েছিলাম, নতুন হওয়ার কারণেই হয়তো পরিচ্ছন্নতা পছন্দ হয়েছে।",cleanliness,positive,1,2,,,complex
262,"খাবার খুবই নিম্নমানের ছিল, পুরোপুরি সময়ের অপচয়।",food_quality,negative,2,0,,,medium
adv_2710_127,এখানকার এখানকার পরিচ্ছন্নতা চমৎপ্রদ।,cleanliness,positive,1,2,এখানকার পরিচ্ছন্নতা চমৎপ্রদ।,TRUE,
adv_1285_175,হলেও নিম্নমানের রান্না পরিবেশন পদ্ধতি সন্তোষজনক ছিল।,food_quality,negative,2,0,রান্না নিম্নমানের হলেও পরিবেশন পদ্ধতি সন্তোষজনক ছিল।,TRUE,
80,"আমাদের অভিজ্ঞতায় ব্যবহার গড়পড়তা ছিল, কারণ রাশ আওয়ার ছিল।",service,negative,4,0,,,complex
2495,সেবা অসন্তোষজনক এবং পরিবেশও ছিল সাধারণ মানের,service,negative,4,0,,,mixed
4025,"যদিও আরও ভালো হতে পারত, তবুও প্রাইস চলনসই।",price,neutral,3,1,,,complex
3242,সবকিছু চলনসই হলেও দাম বেশ সাশ্রয়ী বা ভালো ছিল।,price,positive,3,2,,,complex
1930,রান্না প্রশংসনীয়।,food_quality,positive,2,2,,,simple
1787,আমরা মূল্য সন্তোষজনক পেয়েছি এবং সরাসরি চলে গিয়েছিলাম।,price,positive,3,2,,,medium
379,তাজা উপকরণ ব্যবহারের কারণে প্রতিটি ডিশ প্রশংসনীয় ছিল।,food_quality,positive,2,2,,,medium
adv_289_133,তাজা সেরা ব্যবহারের পরিবেশন বা প্রেজেন্টেশন উপকরণ ছিল।,service,positive,4,2,তাজা উপকরণ ব্যবহারের কারণে পরিবেশন বা প্রেজেন্টেশন সেরা ছিল।,TRUE,
975,আমরা স্বাদ মজাদার পেয়েছি এবং দ্রুত সার্ভ করেছে।,food_quality,positive,2,2,,,medium
1614,পরিচ্ছন্নতা খুবই বাজে ছিল।,cleanliness,negative,1,0,,,simple
638,এখানকার ডিশগুলো সন্তোষজনক ছিল।,food_quality,positive,2,2,,,simple
3775,এখানকার পরিবেশ বেশ মানসম্মত।,ambiance,neutral,0,1,,,simple
2869,সবকিছু চলনসই ছিল এবং খাবারও গ্রহণযোগ্য ছিল,food_quality,positive,2,2,,,complex
372,ব্যবহার যথেষ্ট ভালো এবং অন্য সব ঠিকঠাক।,service,neutral,4,1,,,medium
adv_1034_14,"সব মিলিয়ে ডিশ বিস্বাদ লেগেছে, রাশ আওয়ার মিলিয়ে ছিল।",food_quality,negative,2,0,"সব মিলিয়ে ডিশ বিস্বাদ লেগেছে, রাশ আওয়ার ছিল।",TRUE,
3445,এখানকার পরিচ্ছন্নতা চমৎকার বা মজাদার,cleanliness,positive,1,2,,,simple
3975,"কোনো অভিযোগ নেই, তবে রান্নার মান ছিল গড়পড়তা।",food_quality,negative,2,0,,,complex
2308,প্রচুর ভিড় থাকা সত্ত্বেও সব মিলিয়ে খুব ভালো এবং পদগুলো মজাদার ছিল।,food_quality,positive,2,2,,,complex
3438,আবহাওয়া বিরক্তিকর ছিল এবং সেখানে স্রেফ সময় নষ্ট হয়েছে,ambiance,negative,0,0,,,medium
1041,সবকিছু গড়পড়তা হলেও পরিচ্ছন্নতা যথেষ্ট ভালো ছিল।,cleanliness,neutral,1,1,,,medium
1893,সবকিছু স্বাভাবিক মানের হলেও খাবারের দাম মন্দ ছিল না।,price,positive,3,2,,,complex
1239,পরিবেশ বেশ সন্তোষজনক।,ambiance,positive,0,2,,,simple
154,আমরা খাবার দারুণ পেয়েছি এবং অপেক্ষা করতে হয়নি বেশি।,food_quality,positive,2,2,,,medium
534,রাশ আওয়ার হওয়া সত্ত্বেও দাম চলনসই ছিল।,price,neutral,3,1,,,complex
3151,খাবারের দাম অতিরিক্ত বেশি হওয়ায় সব মিলিয়ে মান অপর্যাপ্ত লেগেছে।,price,negative,3,0,,,medium
1679,খাবারের পরিমাণ কম এবং কর্মচারীদের ব্যবহার বিরক্তিকর ছিল।,service,negative,4,0,,,medium
2402,"দ্বিতীয়বার গিয়েছি এবং ব্যবহার মনোরম ছিল, দ্রুত সার্ভ করেছে।",service,positive,4,2,,,complex
3193,"প্রথমবার গিয়েছিলাম, কর্মচারীদের ব্যবহার দুর্দান্ত ছিল এবং বেশি অপেক্ষা করতে হয়নি।",service,positive,4,2,,,complex
1270,পরিবেশ পর্যাপ্ত বা আরামদায়ক ছিল না।,ambiance,negative,0,0,,,simple
1699,পরিষ্কার-পরিচ্ছন্নতা মোটেও ভালো ছিল না।,cleanliness,negative,1,0,,,simple
1515,"স্বাদ চলনসই ছিল, এ নিয়ে কোনো অভিযোগ নেই।",food_quality,neutral,2,1,,,medium
1697,খাবারের দাম অনুযায়ী মান ছিল বেশ নিরস।,price,negative,3,0,,,simple
2288,ডিশ মজাদার হলেও ওয়েটারদের ব্যবহার বাজে ছিল।,food_quality,positive,2,2,,,mixed
1921,"আমাদের অভিজ্ঞতায় সেবা গ্রহণযোগ্য ছিল, যদিও পরিমাণ কম ছিল।",service,positive,4,2,,,complex
1952,"সব মিলিয়ে বিল সাশ্রয়ী লেগেছে, হয়তো নতুন বলে।",price,positive,3,2,,,medium
adv_2143_164,"গ্রহণযোগ্য ছিল, তবে কিছু অন্য চলনসই।",service,positive,4,2,"ব্যবহার গ্রহণযোগ্য ছিল, তবে অন্য কিছু চলনসই।",TRUE,
523,অভিজ্ঞ কর্মচারীদের কারণে পরিবেশন পদ্ধতি চমৎকার ছিল।,service,positive,4,2,,,complex
634,অনেকদিন পর গেলাম এবং সার্ভিস বেশ ভালো ছিল।,service,positive,4,2,,,medium
3695,"ওয়েটার বাজে ছিল, রিভিউ দেখে গিয়েছিলাম।",service,negative,4,0,,,medium
adv_138_229,সবকিছু চলনসই হলেও খাবারের পদটি ছিল বেশ দুর্বল। সবকিছু,food_quality,negative,2,0,সবকিছু চলনসই হলেও খাবারের পদটি ছিল বেশ দুর্বল।,TRUE,
1150,কোনো অভিযোগ নেই এবং বিলের পরিমাণও মোটামুটি ছিল।,price,neutral,3,1,,,complex
adv_955_180,খরচও পরিবেশন ঠিকঠাক ছিল এবং খরচও বেশ সাশ্রয়ী।,service,neutral,4,1,পরিবেশন ঠিকঠাক ছিল এবং খরচও বেশ সাশ্রয়ী।,TRUE,
1066,"তাজা উপকরণ ব্যবহার করলেও রান্না গড়পড়তা ছিল, তাই আর যাব না।",food_quality,negative,2,0,,,complex
2950,অভিজ্ঞ শেফ থাকায় সব মিলিয়ে পরিবেশ ছিল বেশ সন্তোষজনক,ambiance,positive,0,2,,,medium
2125,"যদিও মান আশানুরূপ, তবুও বিল অনেক বেশি।",price,negative,3,0,,,complex
1324,"রান্না শ্রেষ্ঠ হওয়ায় পরিবারের সবাই পছন্দ করেছে, তবে আমরা দ্রুত চলে এসেছিলাম।",food_quality,positive,2,2,,,complex
3303,রান্না ঠিকঠাক এবং গড়পড়তা ছিল,food_quality,neutral,2,1,,,medium
669,বসার জায়গা সহজে পেলেও পরিবেশ ছিল খুবই সাধারণ।,ambiance,neutral,0,1,,,complex
3827,বন্ধুদের সাথে গিয়েছিলাম; বেশি অপেক্ষা করতে হয়নি এবং খরচ ছিল অপূর্ব।,price,positive,3,2,,,complex
3606,সার্ভিস সন্তোষজনক ছিল এবং অন্য সবকিছুও ছিল পর্যাপ্ত।,service,positive,4,2,,,medium
adv_1575_437,সেবা ছিল খাবারের মান হলেও স্বাভাবিক।,service,negative,4,0,সেবা খারাপ হলেও খাবারের মান ছিল স্বাভাবিক।,TRUE,
1083,পরিচ্ছন্নতা আশানুরূপ ছিল না।,cleanliness,negative,1,0,,,simple
adv_810_300,প্রচুর ভিড় থাকা খাবার ছিল।,food_quality,positive,2,2,প্রচুর ভিড় থাকা সত্ত্বেও খাবার সুস্বাদু ছিল।,TRUE,
3560,খুবই চমৎকার বা সাশ্রয়ী দাম পেয়েছি।,price,positive,3,2,,,simple
3116,এখানকার খাবারের দাম প্রশংসনীয়।,price,positive,3,2,,,simple
3795,দ্বিতীয়বার গিয়েছি এবং বিল বা খরচ ছিল খুবই সাশ্রয়ী ও চমৎপ্রদ।,price,positive,3,2,,,medium
adv_2641_248,ছিল চমৎকার ডিশ এবং পরিবারের সবাই পছন্দ করেছে।,food_quality,positive,2,2,ডিশ চমৎকার ছিল এবং পরিবারের সবাই পছন্দ করেছে।,TRUE,
adv_1444_93,সবকিছুও স্বাদ গ্রহণযোগ্য ছিল এবং অন্য খাবারের ছিল পর্যাপ্ত।,food_quality,positive,2,2,খাবারের স্বাদ গ্রহণযোগ্য ছিল এবং অন্য সবকিছুও ছিল পর্যাপ্ত।,TRUE,
1049,কর্মচারীদের ব্যবহার বেশ চমৎকার ছিল।,service,positive,4,2,,,simple
2879,খাবারের পদটি চমৎকার ছিল,food_quality,positive,2,2,,,simple
2816,প্রথমবার গিয়েছিলাম এবং খরচ ছিল খুবই মনোরম বা সাশ্রয়ী,price,positive,3,2,,,medium
371,শেফ অভিজ্ঞ হওয়া সত্ত্বেও খাবারের পরিমাণ পর্যাপ্ত ছিল না।,food_quality,negative,2,0,,,medium
3259,আবহাওয়া ভালো এবং খাদ্যও নিরস।,ambiance,positive,0,2,,,mixed
832,এখানকার ব্যবহার বেশ সন্তোষজনক।,service,positive,4,2,,,simple
342,সবকিছু আশানুরূপ এবং খরচ পছন্দসই ছিল।,price,positive,3,2,,,complex
